User,Emp_type,Gate,Gender,Department,Country,Function,Job_ control_point,Scale,Promotions,Intern_Asig,Age,Seniority,Dependents,Job Code,Comparatio,Status
H117545,Regular employee,2,Male,G,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,31,7,2,K910,0.62513113,Active
H120418,Regular employee,3,Male,H,Vietnam,Sales/Marketing,J1-ESG,26,1,No,65,7,3,LG942,0.972035351,Active
H120414,Expat-ShortTerm/Dev,1,Male,K,Malaysia,Operations,VPE-ESG,19,2,Yes,32,7,1,BD09,1,Active
H122345,Regular employee,2,Male,A,Bangladesh,Operations Engineering,LVPE-ESG,20,3,Yes,33,7,1,L031,1,Active
H232776,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,3,Yes,31,1,0,LC32,1,Active
H233429,Regular employee,1,Female,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,31,1,0,K951,0.762669107,Active
H130943,Regular employee,1,Female,B,Malaysia,Operations Engineering,F3-ESG,16,3,No,31,7,0,K943,0.840203222,Active
H137150,Regular employee,2,Male,H,Malaysia,Consulting,J2-ESG,27,2,Yes,41,7,3,LG135,1.040626622,Active
H137554,CommuterOut-Halco,1,Female,K,Brunei,Operations,VPE-ESG,19,4,Yes,32,7,0,BD09,1,Active
H138454,Regular employee,2,Female,G,Thailand,Operations Engineering,G3-ESG,19,3,Yes,32,7,0,K902,0.663779378,Active
H138476,Regular employee,1,Male,K,Malaysia,Operations,VPE-ESG,19,2,Yes,33,7,1,BD09,1,Active
H143140,Regular employee,1,Male,B,Malaysia,Operations Engineering,C2-ESG,5,2,No,34,6,0,ZZ12,0.924376078,Active
H143260,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,36,6,1,DV02,1,Active
H150555,Regular employee,4,Male,K,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,31,6,0,BD13,1.225426367,Active
H152920,Regular employee,4,Male,K,India,Operations Engineering,I3-ESG,25,1,No,68,6,1,BD14,1.05522149,Active
H154962,Regular employee,2,Male,H,Malaysia,Sales/Marketing,J1-ESG,26,2,Yes,36,6,2,LG952,0.703356289,Active
H240825,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,30,1,0,PF04,0.640593431,Active
H160741,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,35,6,0,MV03,1,Active
H160743,Regular employee,2,Male,G,India,Operations,D2-ESG,8,3,No,28,6,0,PF05,0.925803408,Active
H178471,Regular employee,1,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,No,38,4,2,MV04,1,Active
H211517,Regular employee,1,Male,D,India,Operations Engineering,F3-ESG,16,1,No,29,2,0,K951,0.503093417,Active
H199486,Regular employee,2,Male,H,India,Consulting,H3-ESG,22,1,No,35,1,1,LG136,0.891339874,Active
H184375,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,Yes,41,4,1,BD10,1,Active
H189502,Regular employee,2,Male,H,India,Consulting,J2-ESG,27,1,No,43,3,1,LG135,0.851856418,Active
H194187,Regular employee,4,Male,H,Southeast Asia Area Suppt,Sales/Marketing,J3-ESG,28,2,No,36,3,3,LG961,1.219367778,Active
H203102,Regular employee,2,Male,J,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,36,3,4,TU13,0.735192221,Active
H244685,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,26,1,0,MV04,1,Active
H206238,Regular employee,2,Female,H,India,Consulting,H3-ESG,22,1,No,40,3,2,LG136,1.004905288,Active
H208932,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,41,2,2,MV04,1,Active
H212159,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,31,2,1,BD08,1,Active
H242464,Regular employee,1,Female,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.686402196,Active
H218586,Regular employee,1,Female,J,Brunei,Operations Engineering,F3-ESG,16,1,Yes,30,2,1,TF01,0.732016014,Active
H220012,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,30,2,0,PF03,0.892665996,Active
H225546,Regular employee,1,Male,D,India,Operations Engineering,F3-ESG,16,1,No,28,2,0,K951,0.503093417,Active
H227782,Regular employee,1,Female,K,Malaysia,Operations,VPE-ESG,19,1,No,28,2,0,BD08,1,Active
H228773,Regular employee,1,Female,B,Thailand,Operations Engineering,C2-ESG,5,1,No,27,2,0,ZZ12,0.647477271,Active
H228626,Regular employee,2,Female,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,29,2,1,L032,1,Active
H228972,Regular employee,2,Male,G,India,Operations Engineering,G3-ESG,19,1,No,29,2,0,K902,0.722214243,Active
H229037,Regular employee,3,Male,A,India,Sales/Marketing,I3-ESG,25,1,No,45,2,1,L041,0.91336178,Active
H229813,Regular employee,1,Female,B,Thailand,Operations Engineering,C2-ESG,5,1,No,30,2,0,ZZ12,0.647477271,Active
H230257,Regular employee,3,Male,J,Vietnam,Operations Engineering,H3-ESG,22,1,Yes,33,2,1,TF03,0.968892902,Active
H231150,Regular employee,2,Male,H,India,Consulting,J2-ESG,27,1,No,32,2,1,LG135,0.678741944,Active
H232249,Regular employee,1,Female,B,Malaysia,Operations Engineering,C2-ESG,5,1,No,27,1,0,ZZ12,0.957206386,Active
H234069,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,30,1,0,MV04,1,Active
H234677,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,30,1,1,LG137,1,Active
H234809,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,35,1,2,PF03,0.852629482,Active
H235248,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,26,1,0,MV04,1,Active
H236743,Regular employee,1,Male,G,India,Operations Engineering,F3-ESG,16,1,No,26,1,0,K903,0.584117184,Active
H237117,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,25,1,0,MV04,1,Active
H237401,Regular employee,2,Male,H,India,Consulting,H3-ESG,22,2,No,31,1,0,LG136,0.79907052,Active
H238130,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,27,1,0,MV05,1,Active
H243219,Regular employee,1,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,28,1,0,LC33,1,Active
H244104,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,29,1,0,LG137,0.415820322,Active
H244105,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,33,1,2,LG137,0.437705602,Active
H244106,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,33,1,2,LG137,0.437705602,Active
H244123,Regular employee,1,Female,J,India,Operations Engineering,F3-ESG,16,1,No,29,1,1,TF01,0.584117184,Active
H244103,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,33,1,0,LG137,0.415820322,Active
H244411,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,1,0,K951,0.686402196,Active
H244550,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,31,1,1,LG137,0.470533522,Active
H244684,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,34,1,1,LG137,0.415820322,Active
H245410,Regular employee,2,Male,H,India,Consulting,J2-ESG,27,1,No,31,1,1,LG135,0.839608018,Active
H245978,Regular employee,1,Female,H,India,Consulting,G3-ESG,19,1,No,30,1,1,LG137,0.656558403,Active
H245980,Regular employee,1,Male,H,India,Consulting,G3-ESG,19,1,No,30,1,0,LG137,0.656558403,Active
H246765,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,34,0,0,DV04,1,Active
H247039,Regular employee,1,Female,H,India,Consulting,G3-ESG,19,1,No,29,0,0,LG137,0.656558403,Active
H246934,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,28,0,0,MV05,1,Active
H247283,Regular employee,1,Female,H,India,Consulting,G3-ESG,19,1,No,32,0,1,LG137,0.470533522,Active
H247559,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,30,0,0,MV05,1,Active
H247442,Regular employee,1,Male,B,India,Operations,C1-ESG,4,1,No,41,0,0,ZZ03,0.984786443,Active
H248499,Regular employee,2,Male,B,Malaysia,Operations Engineering,G3-ESG,19,1,No,32,0,3,K942,0.974108977,Active
H248761,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,32,0,2,MV04,1,Active
HBAO786,Regular employee,4,Male,D,Brunei,Operations,I2-ESG,24,2,Yes,42,21,4,FF26,0.776586665,Active
HB57011,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,2,Yes,32,10,1,LC31,1,Active
H142355,Regular employee,2,Male,B,Malaysia,Operations,E2-ESG,11,3,Yes,40,6,4,ZZ09,1.244675983,Active
H153429,Expat-ShortTerm/Dev,2,Male,N,South Korea,Operations,D2-ESG,8,1,Yes,37,6,4,PP08,1.176403247,Active
H184550,Regular employee,2,Male,C,Brunei,Operations,E2-ESG,11,2,No,42,4,0,PC09,0.74997134,Active
H184975,Regular employee,2,Male,C,Brunei,Operations,E2-ESG,11,2,No,34,4,0,PC09,0.74997134,Active
H218450,Regular employee,2,Male,B,Brunei,Operations,E2-ESG,11,1,No,42,2,0,ZZ09,1.229922327,Active
H226404,Regular employee,2,Female,K,Malaysia,Operations,VPE-ESG,19,1,No,30,2,0,BD10,1,Active
H229584,Regular employee,2,Male,C,Brunei,Operations,D2-ESG,8,1,No,39,1,0,PC08,1.321792137,Active
H237694,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,23,1,0,MV04,1,Active
HX19758,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,57,15,3,DV01,1,Active
H199021,Expat-Halco,6,Male,C,India,Operations,J3-ESG,28,1,Yes,38,1,4,R453,0.989954509,Active
H072661,Regular employee,6,Male,J,Southeast Asia Area Suppt,Operations,K2-ESG,30,1,No,47,24,4,R452,1.4593408,Withdrawn
H107925,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,32,7,2,L031,1,Withdrawn
H111898,Regular employee,2,Male,B,Thailand,Operations,F2-ESG,15,1,No,42,6,1,ZZ10,1.641376376,Withdrawn
H138831,Regular employee,1,Male,D,Brunei,Operations Engineering,F3-ESG,16,1,No,29,5,1,K951,0.668488346,Withdrawn
H118171,Regular employee,2,Male,A,India,Operations Engineering,H3-ESG,22,1,No,37,7,0,K961,0.703010902,Withdrawn
H141247,Regular employee,1,Female,J,Bangladesh,Operations Engineering,F3-ESG,16,1,No,29,4,0,TF01,0.539890609,Withdrawn
H144931,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,39,5,0,PF03,1.04717664,Withdrawn
H145453,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,29,4,0,K951,0.723702583,Withdrawn
H149364,Regular employee,1,Female,G,Malaysia,Operations Engineering,F3-ESG,16,1,No,30,5,0,K911,0.651589285,Withdrawn
H152368,Regular employee,4,Male,I,India,Operations,I2-ESG,24,1,No,37,5,1,SF02,1.041695736,Withdrawn
H153634,Regular employee,1,Male,D,Malaysia,Operations,C1-ESG,4,1,No,30,4,0,CC03,0.938130667,Withdrawn
H163683,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,36,5,1,BD10,1,Withdrawn
H170487,Regular employee,2,Male,C,India,Operations,D2-ESG,8,1,No,32,4,1,PC08,1.608446549,Withdrawn
H171547,Regular employee,3,Female,H,Thailand,Sales/Marketing,J3-ESG,28,1,No,35,3,0,LG943,0.593950368,Withdrawn
H172311,Regular employee,2,Male,C,India,Operations,D2-ESG,8,1,No,42,4,0,PC05,1.121038504,Withdrawn
H172536,Regular employee,2,Male,C,India,Operations,D2-ESG,8,1,No,51,4,1,PC05,0.839967007,Withdrawn
H182461,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,32,2,0,BD09,0.669616,Withdrawn
H183021,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,51,3,1,DV03,1,Withdrawn
H183022,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,28,2,0,MV05,1,Withdrawn
H183513,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,39,2,1,BD10,0.786083183,Withdrawn
H183947,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,38,1,1,BD10,0.716907863,Withdrawn
H184113,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,32,2,1,BD09,1,Withdrawn
H184217,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,46,1,1,BD10,0.809665679,Withdrawn
H184557,Regular employee,2,Male,K,Brunei,Operations,VPE-ESG,19,1,No,33,3,0,BD10,1.070876336,Withdrawn
H185376,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,30,2,0,BD09,0.669616,Withdrawn
H185592,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,37,2,0,BD10,1,Withdrawn
H185883,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,30,2,2,BD09,1,Withdrawn
H186521,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,34,2,0,BD10,0.716907863,Withdrawn
H187425,Regular employee,2,Female,H,Malaysia,Consulting,H3-ESG,22,1,No,30,2,0,LG136,1.163658642,Withdrawn
H190053,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,28,2,0,MV04,1,Withdrawn
H196533,Regular employee,2,Male,H,India,Consulting,H3-ESG,22,1,No,38,2,1,LG136,0.893579421,Withdrawn
H204130,Regular employee,4,Male,K,India,Operations Engineering,I3-ESG,25,1,No,38,2,3,BD14,1.436040205,Withdrawn
H206241,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,29,2,0,MV05,1,Withdrawn
H206601,Regular employee,2,Male,H,India,Sales/Marketing,J1-ESG,26,1,No,35,1,1,LG952,0.724367574,Withdrawn
H206602,Regular employee,1,Male,B,India,Operations Engineering,F3-ESG,16,1,No,26,2,0,K943,0.599472014,Withdrawn
H207245,Regular employee,2,Male,B,India,Operations,D2-ESG,8,1,No,31,2,0,ZZ08,1.157385218,Withdrawn
H207798,Regular employee,2,Male,B,India,Operations Engineering,G3-ESG,19,1,No,37,0,0,K942,0.728913758,Withdrawn
H208116,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,25,1,0,MV05,1,Withdrawn
H208334,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,28,1,1,BD08,0.696297208,Withdrawn
H208335,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,34,1,1,BD09,0.669616,Withdrawn
H208364,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,37,1,1,BD10,0.748351191,Withdrawn
H208930,Regular employee,3,Male,D,India,Operations Engineering,H3-ESG,22,1,No,30,7,0,K949,0.628213411,Withdrawn
H209277,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,34,1,2,DV05,1,Withdrawn
H209284,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,32,1,0,BD10,1,Withdrawn
H210365,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,33,2,1,DV04,1,Withdrawn
H211781,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,35,1,1,BD09,1,Withdrawn
H212233,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,41,0,3,BD10,0.974743147,Withdrawn
H213211,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,31,1,1,BD09,0.502212,Withdrawn
H213492,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,29,1,2,K951,0.732162343,Withdrawn
H215427,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,23,1,0,K951,0.610135286,Withdrawn
H217816,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,28,1,2,BD08,0.696297208,Withdrawn
H218138,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,1,No,34,1,2,BD09,1,Withdrawn
H218303,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,1,No,33,0,2,BD10,1,Withdrawn
H218702,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,33,0,2,MV04,1,Withdrawn
H219288,Regular employee,2,Male,H,India,Consulting,J2-ESG,27,1,No,49,1,2,LG135,0.691441897,Withdrawn
H219533,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,30,1,0,DV04,1,Withdrawn
H219634,Regular employee,2,Male,C,Malaysia,Operations,D2-ESG,8,1,No,40,0,2,PC08,1.270705948,Withdrawn
H220270,Regular employee,2,Female,H,India,Consulting,H3-ESG,22,1,No,30,1,0,LG136,0.603641504,Withdrawn
H220817,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,30,1,0,MV04,1,Withdrawn
H221851,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,26,0,0,PF03,1.101003476,Withdrawn
H221863,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,32,1,1,DV04,1,Withdrawn
H222032,Regular employee,4,Male,A,Brunei,Operations,I2-ESG,24,1,No,58,0,0,LP12,0.85681049,Withdrawn
H222761,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,26,1,0,K951,0.772137938,Withdrawn
H222924,Regular employee,2,Male,G,India,Operations,E2-ESG,11,1,No,31,1,1,PF09,0.872740993,Withdrawn
H225815,Regular employee,1,Female,B,India,Operations Engineering,F3-ESG,16,1,No,21,0,0,K943,0.533922181,Withdrawn
H225986,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,32,7,2,L031,1,Withdrawn
H226099,Regular employee,1,Male,G,India,Operations,C1-ESG,4,1,No,26,1,0,PF03,0.880803325,Withdrawn
H227519,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,29,0,2,PF04,0.852629482,Withdrawn
H227548,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,25,0,1,PF04,0.852629482,Withdrawn
H227639,Regular employee,1,Male,B,Thailand,Operations,C1-ESG,4,1,No,36,1,0,ZZ03,0.625012007,Withdrawn
H227775,Regular employee,2,Male,C,India,Operations,E2-ESG,11,1,No,35,0,3,PC09,1.464784999,Withdrawn
H227776,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,24,0,0,PF04,0.668445319,Withdrawn
H227970,Regular employee,2,Female,A,Brunei,Operations Engineering,LVPE-ESG,20,1,No,30,1,0,L031,1,Withdrawn
H228043,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,36,1,2,PF04,0.708552038,Withdrawn
H228123,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,28,1,1,MV05,1,Withdrawn
H231144,Regular employee,2,Male,C,India,Operations,F2-ESG,15,1,No,31,1,2,PC10,1.186598705,Withdrawn
H232009,Regular employee,1,Male,G,India,Operations,C2-ESG,5,1,No,37,1,3,PF04,0.701867585,Withdrawn
H232314,Regular employee,2,Male,H,Malaysia,Sales/Marketing,K3-ESG,31,1,No,52,1,5,LG956,1.290062646,Withdrawn
H232653,Regular employee,3,Male,G,India,Sales/Marketing,I2-ESG,24,1,No,33,1,2,R504,0.864854675,Withdrawn
H234178,Regular employee,1,Female,B,Thailand,Operations Engineering,C2-ESG,5,1,No,27,0,0,ZZ12,0.625279823,Withdrawn
H234635,Regular employee,2,Male,G,India,Operations,D2-ESG,8,1,No,36,0,3,PF05,0.7323925,Withdrawn
H234810,Regular employee,2,Male,G,India,Operations,D2-ESG,8,1,No,48,1,3,PF05,0.7323925,Withdrawn
H234936,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,31,1,0,L031,1,Withdrawn
H235250,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,31,0,0,DV04,1,Withdrawn
H237624,Regular employee,1,Male,C,India,Operations Engineering,F3-ESG,16,1,No,22,1,0,K919,0.584117184,Withdrawn
H237647,Regular employee,1,Female,C,India,Operations Engineering,F3-ESG,16,1,No,23,0,0,K919,0.584117184,Withdrawn
H237862,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,1,No,30,0,2,L031,1,Withdrawn
H241271,Regular employee,1,Female,C,Brunei,Operations Engineering,F3-ESG,16,1,No,26,0,0,BC650,0.666802613,Withdrawn
H242463,Regular employee,1,Male,D,Malaysia,Operations Engineering,F3-ESG,16,1,No,24,0,0,K951,0.686402196,Withdrawn
HB15228,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,1,No,34,10,4,K949,0.904824983,Withdrawn
HB19624,Regular employee,3,Female,D,Brunei,Operations Engineering,H3-ESG,22,1,No,35,10,0,K949,0.876268848,Withdrawn
HB29992,Regular employee,5,Male,I,India,Operations,J1-ESG,26,1,No,38,9,1,K714,1.124450445,Withdrawn
HB46349,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,1,No,32,8,2,K950,1.330809172,Withdrawn
HB60672,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,1,No,36,9,0,DV03,1,Withdrawn
HB76030,Regular employee,1,Male,K,Thailand,Operations,VPE-ESG,19,1,No,33,7,0,BD09,0.969072526,Withdrawn
H130709,Regular employee,1,Male,K,Malaysia,Operations,VPE-ESG,19,1,Yes,34,6,0,BD09,1,Withdrawn
H132105,Regular employee,1,Male,B,Thailand,Operations Engineering,C2-ESG,5,1,Yes,34,6,3,ZZ12,1.325678598,Withdrawn
H142201,Regular employee,2,Male,B,Brunei,Operations,E2-ESG,11,1,Yes,35,6,1,ZZ09,1.936048216,Withdrawn
H143380,Expat-ShortTerm/Dev,1,Male,B,Malaysia,Operations,C1-ESG,4,1,Yes,28,4,0,ZZ03,0.682824577,Withdrawn
H144825,Expat-ShortTerm/Dev,1,Male,B,Brunei,Operations Engineering,C2-ESG,5,1,Yes,27,4,1,ZZ12,1.325678598,Withdrawn
H152374,Regular employee,1,Male,C,India,Operations Engineering,F3-ESG,16,1,Yes,27,4,0,K919,0.604340967,Withdrawn
H201351,Regular employee,1,Male,B,Malaysia,Operations Engineering,C2-ESG,5,1,Yes,32,2,3,ZZ12,1.230225268,Withdrawn
H212757,Regular employee,2,Male,C,Brunei,Operations Engineering,G3-ESG,19,1,Yes,35,2,0,K918,0.671127757,Withdrawn
HB12495,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,1,Yes,38,12,2,MV02,1,Withdrawn
HX16964,Regular employee,2,Male,D,Malaysia,Operations,F2-ESG,15,1,Yes,37,15,4,CC07,0.998474924,Withdrawn
HZ15510,Regular employee,1,Male,G,Malaysia,Operations,C1-ESG,4,1,Yes,38,12,2,PS03,1.29575247,Withdrawn
H129230,Regular employee,1,Female,C,Brunei,Operations Engineering,F3-ESG,16,2,No,30,5,0,K919,0.682776294,Withdrawn
H121762,Regular employee,2,Female,J,India,Operations Engineering,G3-ESG,19,2,No,29,5,0,TF02,0.501829473,Withdrawn
H128646,Regular employee,2,Male,J,Bangladesh,Operations Engineering,G3-ESG,19,2,No,27,5,0,TF02,0.638779994,Withdrawn
H124248,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,30,5,2,K950,0.603030757,Withdrawn
H119959,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,34,6,0,MV04,1,Withdrawn
H117567,Regular employee,1,Male,G,India,Operations,C1-ESG,4,2,No,32,6,0,PF03,0.865551844,Withdrawn
H128642,Regular employee,1,Male,D,Malaysia,Operations,C2-ESG,5,2,No,28,5,0,TS04,1.244441204,Withdrawn
H133785,Regular employee,2,Male,J,India,Operations Engineering,G3-ESG,19,2,No,37,5,0,TF02,0.477974517,Withdrawn
H121763,Regular employee,1,Male,G,India,Operations,C2-ESG,5,2,No,40,6,0,PF04,0.736320371,Withdrawn
H119560,Regular employee,1,Male,K,Malaysia,Operations,VPE-ESG,19,2,No,33,7,3,BD09,1,Withdrawn
H121067,Regular employee,1,Male,D,Malaysia,Operations,C1-ESG,4,2,No,29,7,1,CS03,1.246571927,Withdrawn
H138617,Regular employee,1,Male,G,India,Operations,C2-ESG,5,2,No,37,6,1,PF04,0.735986148,Withdrawn
H126506,Regular employee,3,Male,D,India,Operations Engineering,H3-ESG,22,2,No,31,7,1,K949,0.638637486,Withdrawn
H127832,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,No,31,6,0,DV04,1,Withdrawn
H141099,Regular employee,1,Female,I,Thailand,Operations Engineering,VPE-ESG,19,2,No,28,5,0,MV04,1,Withdrawn
H143262,Regular employee,2,Male,J,India,Operations Engineering,G3-ESG,19,2,No,29,5,0,TF02,0.429834196,Withdrawn
H147486,Regular employee,2,Male,B,India,Operations,D2-ESG,8,2,No,30,5,1,ZZ08,0.584889654,Withdrawn
H147559,Regular employee,3,Male,A,India,Sales/Marketing,I3-ESG,25,2,No,35,5,1,L041,0.743860689,Withdrawn
H149960,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,2,No,34,5,0,BD10,1,Withdrawn
H150798,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,2,No,28,4,0,BD09,0.3599186,Withdrawn
H151277,Regular employee,2,Male,B,India,Operations,D2-ESG,8,2,No,32,6,0,ZZ08,0.962728371,Withdrawn
H151959,Regular employee,2,Male,B,India,Operations,D2-ESG,8,2,No,32,5,0,ZZ08,0.962728371,Withdrawn
H153235,Regular employee,2,Male,D,India,Operations,D2-ESG,8,2,No,29,4,0,CC05,0.853242598,Withdrawn
H153557,Regular employee,2,Male,B,India,Operations,D2-ESG,8,2,No,30,5,1,ZZ08,0.760502773,Withdrawn
H153560,Regular employee,2,Male,C,India,Operations Engineering,G3-ESG,19,2,No,27,5,0,K918,0.466870473,Withdrawn
H153650,Regular employee,2,Female,J,India,Operations Engineering,G3-ESG,19,2,No,29,5,0,TF02,0.688631281,Withdrawn
H161311,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,2,No,27,5,0,BD09,1,Withdrawn
H173476,Regular employee,1,Male,B,Thailand,Operations Engineering,D2-ESG,8,2,No,30,4,1,ZZ18,0.607709829,Withdrawn
H175482,Regular employee,2,Male,G,India,Operations Engineering,G3-ESG,19,2,No,25,3,0,K902,0.518399365,Withdrawn
H178714,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,No,31,2,0,MV04,1,Withdrawn
H181704,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,2,No,32,2,1,BD09,1,Withdrawn
H182095,Regular employee,1,Male,K,India,Operations,VPE-ESG,19,2,No,28,2,1,BD09,1,Withdrawn
H182964,Regular employee,1,Female,K,Malaysia,Operations,VPE-ESG,19,2,No,32,2,0,BD08,1,Withdrawn
H183393,Regular employee,1,Male,C,Brunei,Operations,C2-ESG,5,2,No,27,4,0,PC15,1.117358468,Withdrawn
H184540,Regular employee,4,Male,K,Brunei,Operations Engineering,H3-ESG,22,2,No,35,3,0,BD13,0.98788993,Withdrawn
H218504,Regular employee,2,Female,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,31,5,2,K950,0.751209923,Withdrawn
H232007,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,30,3,1,K950,0.631222617,Withdrawn
H234092,Regular employee,2,Male,B,Malaysia,Operations,H3-ESG,22,2,No,54,1,4,ZZ11,0.947113952,Withdrawn
H236277,Regular employee,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,2,No,29,3,0,LC32,1,Withdrawn
